1961,11391
1971,26453
1981,27407
1991,35288
1994,35717
1995,36100
1996,37318
1997,38481
1998,37286
1999,38816
2000,40732
2001,40144
2002,41215
2003,41782
2004,42832
2005,44892
2006,48136
2007,49997
2008,48788
2009,42296
2010,50938
2011,51998
2012,55220
2013,56432
2014,56417
2015,55770
